"type","Status","Amount_In_Dollars","Original_Date","Traded_Time","Last_Updated","Deposit_Type","Fee_In_Dollars","Market_Title","Market_Ticker","Market_Id","Filled","Remaining","Direction","Order_Type","Price_In_Cents","No_Contracts_Owned","No_Contracts_Average_Price_In_Cents","Yes_Contracts_Owned","Yes_Contracts_Average_Price_In_Cents","Result","Profit_In_Dollars","Credit_Reason","Credit_Type","Introducing_Broker"
"Withdrawal","Applied","6","2026-05-24T13:47:05.266Z","","May 24, 2026 at 9:47:05 AM EDT","","NaN","","","","","","","","","","","","","","","","",""
"Order","Filled","","2026-05-24T13:11:08.705Z","","","","","","KXETH15M-26MAY240915-15","0b8165e3-ad6c-45f0-bd41-1099e8c27bcb","10.08","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-24T13:08:01.830Z","","","","","","KXETH15M-26MAY240915-15","0b8165e3-ad6c-45f0-bd41-1099e8c27bcb","5.31","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-24T13:05:06.178Z","","","","","","KXETH15M-26MAY240915-15","0b8165e3-ad6c-45f0-bd41-1099e8c27bcb","10.93","0","","","","","","","","","","","",""
"Order","Canceled","","2026-05-24T13:05:02.037Z","","","","","","KXETH15M-26MAY240915-15","0b8165e3-ad6c-45f0-bd41-1099e8c27bcb","0","0","","","","","","","","","","","",""
"Order","Canceled","","2026-05-24T13:05:02.037Z","","","","","","KXETH15M-26MAY240915-15","0b8165e3-ad6c-45f0-bd41-1099e8c27bcb","0","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-24T12:58:49.420Z","","","","","","KXSOL15M-26MAY240900-00","234a529f-0708-4af9-9858-f8a3c90fa0d6","11.11","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-24T12:56:11.784Z","","","","","","KXSOL15M-26MAY240900-00","234a529f-0708-4af9-9858-f8a3c90fa0d6","11.11","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-24T12:53:35.880Z","","","","","","KXSOL15M-26MAY240900-00","234a529f-0708-4af9-9858-f8a3c90fa0d6","24.76","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-24T12:47:52.744Z","","","","","","KXSOL15M-26MAY240900-00","234a529f-0708-4af9-9858-f8a3c90fa0d6","24.76","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-24T12:41:43.582Z","","","","","","KXETH15M-26MAY240845-45","da00bb02-cfbc-4af0-99f1-6522977085d9","21.48","0","","","","","","","","","","","",""
"Order","Canceled","","2026-05-24T12:41:39.690Z","","","","","","KXETH15M-26MAY240845-45","da00bb02-cfbc-4af0-99f1-6522977085d9","0","0","","","","","","","","","","","",""
"Order","Canceled","","2026-05-24T12:41:39.690Z","","","","","","KXETH15M-26MAY240845-45","da00bb02-cfbc-4af0-99f1-6522977085d9","0","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-24T12:35:22.354Z","","","","","","KXETH15M-26MAY240845-45","da00bb02-cfbc-4af0-99f1-6522977085d9","9.3","0","","","","","","","","","","","",""
"Order","Canceled","","2026-05-24T12:35:17.908Z","","","","","","KXETH15M-26MAY240845-45","da00bb02-cfbc-4af0-99f1-6522977085d9","0","0","","","","","","","","","","","",""
"Order","Canceled","","2026-05-24T12:35:17.908Z","","","","","","KXETH15M-26MAY240845-45","da00bb02-cfbc-4af0-99f1-6522977085d9","0","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-24T12:34:37.337Z","","","","","","KXSOL15M-26MAY240845-45","1ac83e6c-a051-4338-ba1c-218bfa956863","11.5","0","","","","","","","","","","","",""
"Order","Canceled","","2026-05-24T12:34:23.357Z","","","","","","KXSOL15M-26MAY240845-45","1ac83e6c-a051-4338-ba1c-218bfa956863","0","0","","","","","","","","","","","",""
"Order","Canceled","","2026-05-24T12:34:23.356Z","","","","","","KXSOL15M-26MAY240845-45","1ac83e6c-a051-4338-ba1c-218bfa956863","0","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-24T09:25:13.364Z","","","","","","KXBTC15M-26MAY240530-30","e8ca6471-ee6a-47c5-aaee-7fba2673e299","14.35","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-24T09:17:59.578Z","","","","","","KXBTC15M-26MAY240530-30","e8ca6471-ee6a-47c5-aaee-7fba2673e299","14.35","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-24T06:49:59.188Z","","","","","","KXBTCD-26MAY2403-T76799.99","a64b8a9f-f0ac-4602-b1e4-0be4cd5dc34c","10.96","0","","","","","","","","","","","",""
"Order","Canceled","","2026-05-24T06:49:51.526Z","","","","","","KXBTCD-26MAY2403-T76799.99","a64b8a9f-f0ac-4602-b1e4-0be4cd5dc34c","0","0","","","","","","","","","","","",""
"Order","Canceled","","2026-05-24T06:49:51.526Z","","","","","","KXBTCD-26MAY2403-T76799.99","a64b8a9f-f0ac-4602-b1e4-0be4cd5dc34c","0","0","","","","","","","","","","","",""
"Order","Canceled","","2026-05-24T06:49:46.795Z","","","","","","KXBTCD-26MAY2403-T76799.99","a64b8a9f-f0ac-4602-b1e4-0be4cd5dc34c","0","0","","","","","","","","","","","",""
"Order","Canceled","","2026-05-24T06:49:46.794Z","","","","","","KXBTCD-26MAY2403-T76799.99","a64b8a9f-f0ac-4602-b1e4-0be4cd5dc34c","0","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-24T06:40:39.376Z","","","","","","KXBTC15M-26MAY240245-45","e0a66440-5126-4fb9-b933-fff9d995fa77","13.66","0","","","","","","","","","","","",""
"Order","Canceled","","2026-05-24T06:14:29.774Z","","","","","","KXBTC15M-26MAY240215-15","714812bc-5777-454b-874a-7760d32b9c6a","0","0","","","","","","","","","","","",""
"Order","Canceled","","2026-05-24T06:14:29.773Z","","","","","","KXBTC15M-26MAY240215-15","714812bc-5777-454b-874a-7760d32b9c6a","0","0","","","","","","","","","","","",""
"Order","Canceled","","2026-05-24T06:14:24.095Z","","","","","","KXBTC15M-26MAY240215-15","714812bc-5777-454b-874a-7760d32b9c6a","0","0","","","","","","","","","","","",""
"Order","Canceled","","2026-05-24T06:14:24.094Z","","","","","","KXBTC15M-26MAY240215-15","714812bc-5777-454b-874a-7760d32b9c6a","0","0","","","","","","","","","","","",""
"Order","Canceled","","2026-05-24T06:14:20.265Z","","","","","","KXBTC15M-26MAY240215-15","714812bc-5777-454b-874a-7760d32b9c6a","0","0","","","","","","","","","","","",""
"Order","Canceled","","2026-05-24T06:14:20.265Z","","","","","","KXBTC15M-26MAY240215-15","714812bc-5777-454b-874a-7760d32b9c6a","0","0","","","","","","","","","","","",""
"Order","Canceled","","2026-05-24T06:14:15.603Z","","","","","","KXBTC15M-26MAY240215-15","714812bc-5777-454b-874a-7760d32b9c6a","0","0","","","","","","","","","","","",""
"Order","Canceled","","2026-05-24T06:14:15.602Z","","","","","","KXBTC15M-26MAY240215-15","714812bc-5777-454b-874a-7760d32b9c6a","0","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-24T05:58:28.954Z","","","","","","KXBTCD-26MAY2402-T76699.99","836250a1-9b8e-46ae-bd18-ffff46fe859d","56.25","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-24T04:56:03.699Z","","","","","","KXBTC15M-26MAY240100-00","59f028ad-61b9-47d6-9a8d-7a837dc7f391","9.46","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-24T04:55:43.012Z","","","","","","KXBTC15M-26MAY240100-00","59f028ad-61b9-47d6-9a8d-7a837dc7f391","10.25","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-24T04:55:03.748Z","","","","","","KXBTC15M-26MAY240100-00","59f028ad-61b9-47d6-9a8d-7a837dc7f391","10.69","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-24T04:49:02.997Z","","","","","","KXBTC15M-26MAY240100-00","59f028ad-61b9-47d6-9a8d-7a837dc7f391","10.69","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-24T03:28:02.452Z","","","","","","KXBTC15M-26MAY232330-30","465511a2-1542-4c0a-9539-0c736d771f77","7.6","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-24T03:24:42.177Z","","","","","","KXBTC15M-26MAY232330-30","465511a2-1542-4c0a-9539-0c736d771f77","7.04","0","","","","","","","","","","","",""
"Order","Canceled","","2026-05-24T03:24:36.886Z","","","","","","KXBTC15M-26MAY232330-30","465511a2-1542-4c0a-9539-0c736d771f77","0","0","","","","","","","","","","","",""
"Order","Canceled","","2026-05-24T03:24:36.886Z","","","","","","KXBTC15M-26MAY232330-30","465511a2-1542-4c0a-9539-0c736d771f77","0","0","","","","","","","","","","","",""
"Order","Canceled","","2026-05-24T03:24:32.872Z","","","","","","KXBTC15M-26MAY232330-30","465511a2-1542-4c0a-9539-0c736d771f77","0","0","","","","","","","","","","","",""
"Order","Canceled","","2026-05-24T03:24:32.871Z","","","","","","KXBTC15M-26MAY232330-30","465511a2-1542-4c0a-9539-0c736d771f77","0","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-24T03:22:38.616Z","","","","","","KXBTC15M-26MAY232330-30","465511a2-1542-4c0a-9539-0c736d771f77","10.57","0","","","","","","","","","","","",""
"Order","Canceled","","2026-05-24T03:22:34.408Z","","","","","","KXBTC15M-26MAY232330-30","465511a2-1542-4c0a-9539-0c736d771f77","0","0","","","","","","","","","","","",""
"Order","Canceled","","2026-05-24T03:22:34.407Z","","","","","","KXBTC15M-26MAY232330-30","465511a2-1542-4c0a-9539-0c736d771f77","0","0","","","","","","","","","","","",""
"Order","Canceled","","2026-05-24T03:22:30.669Z","","","","","","KXBTC15M-26MAY232330-30","465511a2-1542-4c0a-9539-0c736d771f77","0","0","","","","","","","","","","","",""
"Order","Canceled","","2026-05-24T03:22:30.668Z","","","","","","KXBTC15M-26MAY232330-30","465511a2-1542-4c0a-9539-0c736d771f77","0","0","","","","","","","","","","","",""
"Order","Canceled","","2026-05-24T03:22:25.558Z","","","","","","KXBTC15M-26MAY232330-30","465511a2-1542-4c0a-9539-0c736d771f77","0","0","","","","","","","","","","","",""
"Order","Canceled","","2026-05-24T03:22:25.557Z","","","","","","KXBTC15M-26MAY232330-30","465511a2-1542-4c0a-9539-0c736d771f77","0","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-24T03:13:02.615Z","","","","","","KXSOL15M-26MAY232315-15","994cf0d2-2118-4e6f-b10a-a917894116fb","9.28","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-24T03:12:24.880Z","","","","","","KXXRP15M-26MAY232315-15","fde66644-e258-467c-b8d5-422346a052c2","11.59","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-24T03:04:18.569Z","","","","","","KXSOL15M-26MAY232315-15","994cf0d2-2118-4e6f-b10a-a917894116fb","9.28","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-24T03:03:08.702Z","","","","","","KXXRP15M-26MAY232315-15","fde66644-e258-467c-b8d5-422346a052c2","11.59","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-24T02:59:02.823Z","","","","","","KXETH15M-26MAY232300-00","f20c6049-6541-40ae-87b2-bd1b45c35fbd","11.8","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-24T02:58:25.760Z","","","","","","KXETH15M-26MAY232300-00","f20c6049-6541-40ae-87b2-bd1b45c35fbd","8.19","0","","","","","","","","","","","",""
"Order","Canceled","","2026-05-24T02:58:17.541Z","","","","","","KXETH15M-26MAY232300-00","f20c6049-6541-40ae-87b2-bd1b45c35fbd","0","0","","","","","","","","","","","",""
"Order","Canceled","","2026-05-24T02:58:17.541Z","","","","","","KXETH15M-26MAY232300-00","f20c6049-6541-40ae-87b2-bd1b45c35fbd","0","0","","","","","","","","","","","",""
"Order","Canceled","","2026-05-24T02:58:12.335Z","","","","","","KXETH15M-26MAY232300-00","f20c6049-6541-40ae-87b2-bd1b45c35fbd","0","0","","","","","","","","","","","",""
"Order","Canceled","","2026-05-24T02:58:12.334Z","","","","","","KXETH15M-26MAY232300-00","f20c6049-6541-40ae-87b2-bd1b45c35fbd","0","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-24T02:57:03.557Z","","","","","","KXBTC15M-26MAY232300-00","2e0469a4-4503-43e2-a874-9a6cab7d4d7b","8.75","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-24T02:48:56.209Z","","","","","","KXBTC15M-26MAY232300-00","2e0469a4-4503-43e2-a874-9a6cab7d4d7b","8.75","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-24T02:13:05.375Z","","","","","","KXBTC15M-26MAY232215-15","d1ab0f87-7f96-4050-9dd8-14fc4348d506","20.06","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-24T02:07:30.865Z","","","","","","KXBTC15M-26MAY232215-15","d1ab0f87-7f96-4050-9dd8-14fc4348d506","9.85","0","","","","","","","","","","","",""
"Order","Canceled","","2026-05-24T02:07:24.153Z","","","","","","KXBTC15M-26MAY232215-15","d1ab0f87-7f96-4050-9dd8-14fc4348d506","0","0","","","","","","","","","","","",""
"Order","Canceled","","2026-05-24T02:07:24.152Z","","","","","","KXBTC15M-26MAY232215-15","d1ab0f87-7f96-4050-9dd8-14fc4348d506","0","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-24T02:01:35.596Z","","","","","","KXBTC15M-26MAY232215-15","d1ab0f87-7f96-4050-9dd8-14fc4348d506","10.21","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-24T01:39:23.464Z","","","","","","KXBTC15M-26MAY232145-45","d2e9e6a2-1bd9-46b7-9545-2b3e8159aa7f","15.59","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-24T00:08:38.480Z","","","","","","KXBTC15M-26MAY232015-15","12dbbaeb-0616-4f00-870e-bb6e744228c4","9.46","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-24T00:03:59.488Z","","","","","","KXBTC15M-26MAY232015-15","12dbbaeb-0616-4f00-870e-bb6e744228c4","11.71","0","","","","","","","","","","","",""
"Order","Canceled","","2026-05-24T00:03:55.386Z","","","","","","KXBTC15M-26MAY232015-15","12dbbaeb-0616-4f00-870e-bb6e744228c4","0","0","","","","","","","","","","","",""
"Order","Canceled","","2026-05-24T00:03:55.385Z","","","","","","KXBTC15M-26MAY232015-15","12dbbaeb-0616-4f00-870e-bb6e744228c4","0","0","","","","","","","","","","","",""
"Order","Canceled","","2026-05-24T00:03:51.579Z","","","","","","KXBTC15M-26MAY232015-15","12dbbaeb-0616-4f00-870e-bb6e744228c4","0","0","","","","","","","","","","","",""
"Order","Canceled","","2026-05-24T00:03:51.578Z","","","","","","KXBTC15M-26MAY232015-15","12dbbaeb-0616-4f00-870e-bb6e744228c4","0","0","","","","","","","","","","","",""
"Order","Canceled","","2026-05-24T00:03:47.155Z","","","","","","KXBTC15M-26MAY232015-15","12dbbaeb-0616-4f00-870e-bb6e744228c4","0","0","","","","","","","","","","","",""
"Order","Canceled","","2026-05-24T00:03:47.154Z","","","","","","KXBTC15M-26MAY232015-15","12dbbaeb-0616-4f00-870e-bb6e744228c4","0","0","","","","","","","","","","","",""
"Order","Canceled","","2026-05-24T00:03:43.199Z","","","","","","KXBTC15M-26MAY232015-15","12dbbaeb-0616-4f00-870e-bb6e744228c4","0","0","","","","","","","","","","","",""
"Order","Canceled","","2026-05-24T00:03:43.198Z","","","","","","KXBTC15M-26MAY232015-15","12dbbaeb-0616-4f00-870e-bb6e744228c4","0","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-23T22:58:47.416Z","","","","","","KXXRP15M-26MAY231900-00","5be6f375-0ddc-4cdf-bc71-4e82bc655781","10.39","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-23T22:51:02.281Z","","","","","","KXXRP15M-26MAY231900-00","5be6f375-0ddc-4cdf-bc71-4e82bc655781","10.39","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-23T22:26:16.161Z","","","","","","KXBTC15M-26MAY231830-30","979b8456-e6f6-404d-a27e-d5cfc54af90d","13.57","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-23T22:17:43.618Z","","","","","","KXBTC15M-26MAY231830-30","979b8456-e6f6-404d-a27e-d5cfc54af90d","13.57","0","","","","","","","","","","","",""
"Order","Canceled","","2026-05-23T22:12:08.310Z","","","","","","KXBTC15M-26MAY231815-15","c40370b9-193f-4177-9827-8ecb5fd4b9f9","0","0","","","","","","","","","","","",""
"Order","Canceled","","2026-05-23T22:11:55.856Z","","","","","","KXBTC15M-26MAY231815-15","c40370b9-193f-4177-9827-8ecb5fd4b9f9","0","0","","","","","","","","","","","",""
"Order","Canceled","","2026-05-23T22:11:46.120Z","","","","","","KXBTC15M-26MAY231815-15","c40370b9-193f-4177-9827-8ecb5fd4b9f9","0","0","","","","","","","","","","","",""
"Order","Canceled","","2026-05-23T22:11:41.827Z","","","","","","KXBTC15M-26MAY231815-15","c40370b9-193f-4177-9827-8ecb5fd4b9f9","0","0","","","","","","","","","","","",""
"Order","Canceled","","2026-05-23T22:11:37.744Z","","","","","","KXBTC15M-26MAY231815-15","c40370b9-193f-4177-9827-8ecb5fd4b9f9","0","0","","","","","","","","","","","",""
"Order","Canceled","","2026-05-23T22:11:33.915Z","","","","","","KXBTC15M-26MAY231815-15","c40370b9-193f-4177-9827-8ecb5fd4b9f9","0","0","","","","","","","","","","","",""
"Order","Canceled","","2026-05-23T22:11:21.984Z","","","","","","KXBTC15M-26MAY231815-15","c40370b9-193f-4177-9827-8ecb5fd4b9f9","0","0","","","","","","","","","","","",""
"Order","Canceled","","2026-05-23T22:11:15.878Z","","","","","","KXBTC15M-26MAY231815-15","c40370b9-193f-4177-9827-8ecb5fd4b9f9","0","0","","","","","","","","","","","",""
"Order","Canceled","","2026-05-23T22:11:12.465Z","","","","","","KXBTC15M-26MAY231815-15","c40370b9-193f-4177-9827-8ecb5fd4b9f9","0","0","","","","","","","","","","","",""
"Order","Canceled","","2026-05-23T22:11:08.675Z","","","","","","KXBTC15M-26MAY231815-15","c40370b9-193f-4177-9827-8ecb5fd4b9f9","0","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-23T22:09:01.522Z","","","","","","KXBTC15M-26MAY231815-15","c40370b9-193f-4177-9827-8ecb5fd4b9f9","5.58","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-23T22:08:25.580Z","","","","","","KXBTC15M-26MAY231815-15","c40370b9-193f-4177-9827-8ecb5fd4b9f9","14.61","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-23T21:56:11.413Z","","","","","","KXSOL15M-26MAY231800-00","23ef45fa-d3eb-4da3-b30a-1ac1ec21d47c","26.74","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-23T21:54:14.856Z","","","","","","KXSOL15M-26MAY231800-00","23ef45fa-d3eb-4da3-b30a-1ac1ec21d47c","6.57","0","","","","","","","","","","","",""
